"Exposure","model","Quartile","IRR","lowerCI","upperCI","se","pval","strata","outcome","baseline"
"OSA LASSO MRS","model_1","2nd",1.25775342798226,0.772726386822987,2.04722358725858,0.248549689612491,0.35618383151876,"female","incident diabetes","preDM"
"OSA LASSO MRS","model_2","2nd",1.19763509346977,0.731862077544342,1.95983623297305,0.251281662391602,0.472932447096954,"female","incident diabetes","preDM"
"SDB PC1 MRS","model_1","3rd",2.03173581929974,0.982565120792147,4.20119781587364,0.370652636636611,0.0558060969094891,"female","incident diabetes","preDM"
"SDB PC1 MRS","model_2","3rd",1.99894799284421,0.978895264765097,4.08194136995314,0.364261052358195,0.0572442236405223,"female","incident diabetes","preDM"
"SDB PC2 MRS","model_1","3rd",1.19073396002249,0.715652072238649,1.98119647598537,0.259760741264186,0.501557541847025,"female","incident diabetes","preDM"
"SDB PC2 MRS","model_2","3rd",1.19402404955754,0.724595395416795,1.96757175099312,0.254832148965391,0.486512435612998,"female","incident diabetes","preDM"
"OSA LASSO MRS","model_1","3rd",1.37851967464863,0.777275078879766,2.44484423215028,0.292332238918441,0.272160538106401,"female","incident diabetes","preDM"
"OSA LASSO MRS","model_2","3rd",1.2796206807346,0.720222738703551,2.27350373512389,0.293244105275709,0.40045225423265,"female","incident diabetes","preDM"
"SDB PC1 MRS","model_1","4th",2.46273438531165,1.18609721872902,5.11345997345433,0.372757143991905,0.0156123488662504,"female","incident diabetes","preDM"
"SDB PC1 MRS","model_2","4th",2.31689210685666,1.15465540756512,4.64899657477414,0.355318738497825,0.0180440701499722,"female","incident diabetes","preDM"
"SDB PC2 MRS","model_1","4th",1.18147324762594,0.725796752726203,1.92323681473173,0.248595629052435,0.50233711481181,"female","incident diabetes","preDM"
"SDB PC2 MRS","model_2","4th",1.18656102381017,0.729416446512196,1.93021019742238,0.248249836843981,0.490785016792981,"female","incident diabetes","preDM"
"OSA LASSO MRS","model_1","4th",2.25222004753587,1.38375635261022,3.66574298499449,0.248527868192793,0.00108730960444429,"female","incident diabetes","preDM"
"OSA LASSO MRS","model_2","4th",2.0551627647752,1.25062178697271,3.37727523517915,0.253425608095193,0.0044765243967004,"female","incident diabetes","preDM"
"SDB PC1 MRS","model_1","2nd",0.834832832599062,0.488949678425342,1.42539383731651,0.27294486084386,0.508360421210651,"male","incident diabetes","preDM"
"SDB PC1 MRS","model_2","2nd",0.838670500051636,0.493753428893419,1.42453331257511,0.27029675467606,0.515108124281766,"male","incident diabetes","preDM"
"SDB PC2 MRS","model_1","2nd",1.11722167323198,0.600303859159445,2.07925411122128,0.316920548227884,0.726521606692027,"male","incident diabetes","preDM"
"SDB PC2 MRS","model_2","2nd",1.16217567888471,0.632180059975374,2.13649938380493,0.310650435733994,0.628525181105674,"male","incident diabetes","preDM"
"OSA LASSO MRS","model_1","2nd",1.9673646869835,0.931992505223255,4.15295594105931,0.381186444281651,0.0758593494645149,"male","incident diabetes","preDM"
"OSA LASSO MRS","model_2","2nd",2.05311849314275,0.98415345662124,4.28316896976265,0.375170048815577,0.0551841560653954,"male","incident diabetes","preDM"
"SDB PC1 MRS","model_1","3rd",0.815340203727424,0.4951786537245,1.34250465526759,0.254432061203766,0.422336297623601,"male","incident diabetes","preDM"
"SDB PC1 MRS","model_2","3rd",0.825968738849855,0.508289405080621,1.34219669097571,0.24770711529162,0.440189845292634,"male","incident diabetes","preDM"
"SDB PC2 MRS","model_1","3rd",1.44196252446883,0.837205064227728,2.48356825682907,0.277393514983967,0.187020911666049,"male","incident diabetes","preDM"
"SDB PC2 MRS","model_2","3rd",1.54497153207411,0.8918982702482,2.67624359699138,0.280310553087175,0.120693378278731,"male","incident diabetes","preDM"
"OSA LASSO MRS","model_1","3rd",2.422823317861,1.17495831263255,4.99598391403253,0.369235128605279,0.0165449677691984,"male","incident diabetes","preDM"
"OSA LASSO MRS","model_2","3rd",2.50031252580374,1.22841606944053,5.08912483499038,0.362597011878075,0.0114921331281655,"male","incident diabetes","preDM"
"SDB PC1 MRS","model_1","4th",1.06909424363073,0.644089709266659,1.77453929991475,0.258535230196544,0.796079456250191,"male","incident diabetes","preDM"
"SDB PC1 MRS","model_2","4th",1.1045737718727,0.669430695031235,1.82256838021472,0.255503658397415,0.697077512784421,"male","incident diabetes","preDM"
"SDB PC2 MRS","model_1","4th",1.79096842422265,1.04897335487412,3.05781637031903,0.272930900042417,0.0327463417803951,"male","incident diabetes","preDM"
"SDB PC2 MRS","model_2","4th",1.96161188273692,1.12271099596651,3.42734790370706,0.28470419988083,0.0179547828689551,"male","incident diabetes","preDM"
"OSA LASSO MRS","model_1","4th",3.21972740490002,1.552460882389,6.67755605275639,0.372171102617417,0.0016789800904292,"male","incident diabetes","preDM"
"OSA LASSO MRS","model_2","4th",3.36720985524335,1.64414692133705,6.89603955833071,0.365746328803835,0.000901880537634036,"male","incident diabetes","preDM"
