"chemid_x","beta","se","n","p_val","p_val_Bonf","p_val_fdr","pval_Bonf_neglog","pval_fdr_neglog","sig_Bonf","sig_fdr","is_continuous","p_val_fdr_named","sig_fdr_named","model","strata","trait","metaboltie","chemical_name","hmdb"
"X100010941",0.070222726994822,0.0359405991518873,960,0.0507183425238225,1,0.373646523403351,0,0.42753905428501,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","Female","sdb_pc1","X100010941","linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*","HMDB0007248"
"X100010941",0.0131934347711267,0.032521519998998,1457,0.684975377216902,1,0.906035612591448,0,0.0428547316300432,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","both","sdb_pc1","X100010941","linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*","HMDB0007248"
"X100010941",-0.0825553276326597,0.0517750651281682,524,0.110824150019325,1,0.523372221821946,0,0.28118933142787,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","Male","sdb_pc2","X100010941","linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*","HMDB0007248"
"X100010941",-0.0103245209598075,0.0421075312517277,950,0.806306094278587,1,0.911204168679878,0,0.0403843020649013,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","Female","sdb_pc2","X100010941","linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*","HMDB0007248"
"X100010941",0.0782604415506752,0.0379129424814056,933,0.0389973934522936,1,0.472066922143247,0,0.325996429634298,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","Female","sdb_pc1","X100010941","linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*","HMDB0007248"
"X100010941",0.00540688307233758,0.0349212295326494,1522,0.876954682769037,1,0.961181968684708,0,0.0171943849490618,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","both","sdb_pc2","X100010941","linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*","HMDB0007248"
"X100010941",0.0524534164849062,0.0268164045484139,1500,0.0504628294952941,1,0.276772955287842,0,0.55787634898075,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","both","sdb_pc1","X100010941","linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*","HMDB0007248"
"X100010941",-0.118062633972706,0.0363131750337913,1457,0.00114905190558983,0.668748209053283,0.0835935261316604,0.174737368035116,1.07782735502706,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","both","sdb_pc2","X100010941","linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*","HMDB0007248"
"X100010941",0.0442670952767039,0.0275786415523768,1522,0.10846687091856,1,0.406044815015605,0,0.391426030856582,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","both","sdb_pc1","X100010941","linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*","HMDB0007248"
"X100010941",-0.000515552389382042,0.0440990463797369,960,0.990672317078612,1,0.997528180864623,0,0.00107482634685617,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","Female","sdb_pc2","X100010941","linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*","HMDB0007248"
"X460",0.0891507986012842,0.0301654174103695,1500,0.00312266458785744,1,0.067310770004927,0,1.17191544128135,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","both","sdb_pc1","X460","phenylalanine","HMDB0000159"
"X460",0.0484890649923494,0.0340357056868318,950,0.154257575813662,1,0.632238796644729,0,0.199118857671152,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","Female","sdb_pc1","X460","phenylalanine","HMDB0000159"
"X460",0.0495041401555147,0.0354980537795343,960,0.163148783008289,1,0.558738397679893,0,0.252791481982451,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","Female","sdb_pc1","X460","phenylalanine","HMDB0000159"
"X460",0.0150722180700021,0.0400865047776287,960,0.706922603018348,1,0.87096777311927,0,0.0599979141259772,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","Female","sdb_pc2","X460","phenylalanine","HMDB0000159"
"X460",0.0886885830272844,0.0530550455160592,524,0.0945966459022199,1,0.501764747195496,0,0.299499854452817,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","Male","sdb_pc1","X460","phenylalanine","HMDB0000159"
"X460",0.0226053951095533,0.0330797065732499,933,0.49437849492553,1,0.845993965326009,0,0.072632734874643,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","Female","sdb_pc1","X460","phenylalanine","HMDB0000159"
"X460",0.0191369892965268,0.0337067340781579,1522,0.570204916071165,1,0.829552792883041,0,0.0811559701842706,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","both","sdb_pc2","X460","phenylalanine","HMDB0000159"
"X460",0.0146404126615822,0.0333547176906834,1500,0.660711684198085,1,0.860935911228109,0,0.0650291765787831,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","both","sdb_pc2","X460","phenylalanine","HMDB0000159"
"X460",0.124613582170393,0.0510737891571288,562,0.0146924078000025,1,0.303774805762181,0,0.517448248156531,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","Male","sdb_pc1","X460","phenylalanine","HMDB0000159"
"X460",0.00975517941308245,0.0354545912861822,1457,0.783204279167222,1,0.911649780950647,0,0.040171968044222,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","both","sdb_pc2","X460","phenylalanine","HMDB0000159"
"X460",0.0433971006564066,0.0481570841775126,524,0.36750477109341,1,0.781134107696326,0,0.107274398603367,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","Male","sdb_pc2","X460","phenylalanine","HMDB0000159"
"X460",0.129841192534876,0.0486864590582994,550,0.00765578391786712,1,0.212174582866603,0,0.67330664296967,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","Male","sdb_pc1","X460","phenylalanine","HMDB0000159"
"X460",0.0307850004800527,0.0501169509352225,550,0.539041392091856,1,0.824180092343797,0,0.0839778798498349,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","Male","sdb_pc2","X460","phenylalanine","HMDB0000159"
"X460",0.0807362302583102,0.0302390526746468,1522,0.00758664910516678,1,0.119335939978569,0,0.923228741713119,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","both","sdb_pc1","X460","phenylalanine","HMDB0000159"
"X460",0.0053254524887639,0.0390210232016263,950,0.891444604730315,1,0.949147187854458,0,0.0226664346576841,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","Female","sdb_pc2","X460","phenylalanine","HMDB0000159"
"X460",0.0594636915961157,0.0299927931558763,1457,0.0474122023558632,1,0.568413549211592,0,0.245335578391127,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","both","sdb_pc1","X460","phenylalanine","HMDB0000159"
"X460",-0.00155812806075431,0.0441944288631037,933,0.971875441035494,1,0.981391841710376,0,0.00815755662094009,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","Female","sdb_pc2","X460","phenylalanine","HMDB0000159"
"X460",0.0316504989625153,0.0506873486361746,562,0.532347846641404,1,0.831316940734611,0,0.0802333692724395,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","Male","sdb_pc2","X460","phenylalanine","HMDB0000159"
"X561",0.0840819497440893,0.0483321088067396,1500,0.0819168708898153,1,0.369206747152503,0,0.43273037096052,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","both","sdb_pc2","X561","glutamate","HMDB0000148"
"X561",0.0957068758450112,0.0518406525530135,550,0.0648669141611877,1,0.336463033675494,0,0.473062643632092,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","Male","sdb_pc2","X561","glutamate","HMDB0000148"
"X561",0.0702960897230996,0.0324535375206922,1457,0.0303071196887783,1,0.503964104539113,0,0.297600395609545,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","both","sdb_pc1","X561","glutamate","HMDB0000148"
"X561",0.119869490252781,0.0313048300751747,1500,0.00012860998112769,0.0748510090163157,0.0262016072052418,1.12580234084846,1.58167206826194,"Not Sig","FDR<0.05","Continuous",NA,NA,"model_2","both","sdb_pc1","X561","glutamate","HMDB0000148"
"X561",0.0307028752769034,0.0346456737525301,933,0.375511642248952,1,0.791839767351051,0,0.101362691132143,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","Female","sdb_pc1","X561","glutamate","HMDB0000148"
"X561",0.160742339654241,0.0524855468453963,562,0.00219421696302472,1,0.127703427248039,0,0.893797447177163,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","Male","sdb_pc1","X561","glutamate","HMDB0000148"
"X561",0.0798201856561923,0.0513741997504555,1522,0.120255568032342,1,0.442957030714766,0,0.353638400703714,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","both","sdb_pc2","X561","glutamate","HMDB0000148"
"X561",0.0738053225165174,0.0364798629439843,950,0.0430546115265149,1,0.369969499743049,0,0.431834077660786,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","Female","sdb_pc1","X561","glutamate","HMDB0000148"
"X561",0.0463729730446341,0.0556160818262019,524,0.404390817155338,1,0.781134107696326,0,0.107274398603367,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","Male","sdb_pc2","X561","glutamate","HMDB0000148"
"X561",0.0939717751698361,0.0524695507234403,562,0.0732969351029965,1,0.398574589006373,0,0.39949039305675,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","Male","sdb_pc2","X561","glutamate","HMDB0000148"
"X561",0.116029538163397,0.0321303145937453,1522,0.000304763527042439,0.177372372738699,0.0387687581110051,0.751114024309865,1.41151811063004,"Not Sig","FDR<0.05","Continuous",NA,NA,"model_1","both","sdb_pc1","X561","glutamate","HMDB0000148"
"X561",0.10789042171824,0.0550080441790208,524,0.0498373728420955,1,0.465715240684779,0,0.33187954940462,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","Male","sdb_pc1","X561","glutamate","HMDB0000148"
"X561",0.0395978632038709,0.0523623949088328,1457,0.449513034136371,1,0.805603977974825,0,0.0938783979556172,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","both","sdb_pc2","X561","glutamate","HMDB0000148"
"X561",0.0647193816330498,0.0714943051742317,960,0.365339167712851,1,0.669889426874178,0,0.17399687679382,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","Female","sdb_pc2","X561","glutamate","HMDB0000148"
"X561",0.0797735390312641,0.0379226334779253,960,0.0354145344191809,1,0.306564663035381,0,0.513477906667529,"Not Sig","Not Sig","Continuous",NA,NA,"model_1","Female","sdb_pc1","X561","glutamate","HMDB0000148"
"X561",0.0600513790556404,0.0614011346428698,950,0.328065710337437,1,0.602316225288292,0,0.220175437579443,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","Female","sdb_pc2","X561","glutamate","HMDB0000148"
"X561",0.0437908646805261,0.0610439616188613,933,0.473148271590712,1,0.732136088560679,0,0.135408185310923,"Not Sig","Not Sig","Continuous",NA,NA,"model_3","Female","sdb_pc2","X561","glutamate","HMDB0000148"
"X561",0.164949905641732,0.0506393013287947,550,0.00112457853242057,0.65450470586877,0.07272274509653,0.184087226537989,1.13832973597731,"Not Sig","Not Sig","Continuous",NA,NA,"model_2","Male","sdb_pc1","X561","glutamate","HMDB0000148"
